1a7337a3-8ddc-47ae-a709-2169a72835fd,Hello,eba96848-b279-4e52-8718-edabf40f01cc,6e717de3-0b39-40ab-b9eb-f3557714e698,2023-10-12T12:32:31.399411700
6c375fc0-3e8d-417d-9d21-9b81a86c7eac,Hi,eba96848-b279-4e52-8718-edabf40f01cc,95d7ead4-e386-45c9-88fc-4fcd417dbf45,2023-10-12T12:32:56.900124300
91ebde36-35be-486e-9807-30e651dd9619,Good afternoon,eba96848-b279-4e52-8718-edabf40f01cc,5324c62f-5781-4311-8620-0794572bd8fd,2023-10-12T12:33:18.644367800
127ee90b-48f5-428d-a9b0-7ac9fcc54270,Hello,eba96848-b279-4e52-8718-edabf40f01cc,ad7b000c-a38e-4c59-9991-64c96c36696b,2023-10-12T12:33:31.558454900
3e2bde8a-6c78-4fd8-bdfa-043a7fd70439,hii,eba96848-b279-4e52-8718-edabf40f01cc,1de43fa7-8121-4da1-9ddd-ffa1081f4805,2023-10-12T12:33:39.940319300
35bfbefa-8400-4886-b13b-0451d59da0f7,Hello,eba96848-b279-4e52-8718-edabf40f01cc,48d6d266-7a8f-4b72-93d6-3624e8947718,2023-10-12T12:33:53.745169200
799f8ff3-54f1-4e7b-9d0d-11fe7e576d75,hii,eba96848-b279-4e52-8718-edabf40f01cc,ee2fc578-36cc-4efc-8f74-7992ba17abda,2023-10-12T12:34:05.024899800
9587371f-c040-497b-8ef8-13326c77ea25,My name is beer,eba96848-b279-4e52-8718-edabf40f01cc,126ddfce-fa6f-4a95-b5cc-7de03b7ee214,2023-10-12T12:34:23.437862600
1cfc4a49-3458-4910-adb6-3516d0131dca,Good afternoon,eba96848-b279-4e52-8718-edabf40f01cc,b74bf2d4-45f4-46ff-9233-e528d6ea69fc,2023-10-12T12:34:36.473460700
30555488-2aab-4ef5-aaf4-e6730e5e31db,Hello,eba96848-b279-4e52-8718-edabf40f01cc,94f05dbb-e280-420e-842f-57bf963e56e2,2023-10-12T12:34:56.190464300
e4ded625-34e8-4f9c-89b3-646ca27cdace,Hii,4ba84220-4d98-4db6-8e3a-c90bc91fee3b,1e541df0-0b65-4e81-a64b-85bb309634fe,2023-10-12T12:35:47.946714
d86b86fc-9c3f-4110-9095-4784c410d3d0,im hungry,4ba84220-4d98-4db6-8e3a-c90bc91fee3b,0592ebb7-e573-4ead-86f6-b8f15a50b375,2023-10-12T12:37:24.318778800
28e9adf8-2bcf-45db-8ad6-43e51ff6be83,Hii,4ba84220-4d98-4db6-8e3a-c90bc91fee3b,2ac814bf-7ac6-4bf1-8d31-07aa17a816dd,2023-10-12T12:38:03.752804300
31f0284a-9487-462e-b08d-4ebffbbe6c89,Hello every one,4ba84220-4d98-4db6-8e3a-c90bc91fee3b,510916be-a969-4ad8-bf36-fafa333fb297,2023-10-12T12:38:23.436363800
18753bcf-090a-4500-9981-9a9cc5fb2383,Good afternoon,4ba84220-4d98-4db6-8e3a-c90bc91fee3b,104bb8b9-31a3-4c7d-960d-387cde36fd4e,2023-10-12T12:38:40.060303400
a23ff20d-f471-4340-b966-6c89b64a9dbb,where are you everyone,4ba84220-4d98-4db6-8e3a-c90bc91fee3b,59619a49-ffff-466a-bd5d-0ac8cda62433,2023-10-12T12:39:11.645224900
b4f76acd-60a2-4bc5-8729-c6478b6d7163,hello,4ba84220-4d98-4db6-8e3a-c90bc91fee3b,94783523-198c-4e81-b5d0-dd8eeff0c11d,2023-10-12T12:39:32.560199100
1968bd31-adeb-4491-ab99-e27bf147baef,hii,4ba84220-4d98-4db6-8e3a-c90bc91fee3b,68a16669-e5c6-44aa-9a9f-418c34ff2d67,2023-10-12T12:39:43.700941700
2318b889-59f7-47b6-b72b-b7ca1f1a7f5c,im at beer zone now,4ba84220-4d98-4db6-8e3a-c90bc91fee3b,b70a3005-378b-45aa-a196-b63b144f9e2c,2023-10-12T12:40:03.997988100
02778f05-97eb-4934-a530-8d44e3767c4f,good afternoon,4ba84220-4d98-4db6-8e3a-c90bc91fee3b,d0bb01cf-0751-42fb-904b-79b990f130df,2023-10-12T12:40:27.836808800
d70d1af8-977c-4bd4-80bb-811b0c995fd2,where are you everyone,4ba84220-4d98-4db6-8e3a-c90bc91fee3b,c6bafc1b-ea9f-43ac-b5d9-5483d084afd7,2023-10-12T12:41:12.275913900
aa43a8fc-4bdc-41f7-9b57-9e1466c0f7fb,hello,4ba84220-4d98-4db6-8e3a-c90bc91fee3b,40d5b21f-61c0-43e2-8f87-25bb6e953681,2023-10-12T12:42:11.573832400
482de531-65e6-459c-92f6-35097461d97e,hiii,4ba84220-4d98-4db6-8e3a-c90bc91fee3b,efa6dcef-2cc2-4890-833b-0beb32c606ac,2023-10-12T12:42:21.532064800
eb5dd873-e35c-4658-b7c7-9ace1fe4d18d,where is pop-up zone,4ba84220-4d98-4db6-8e3a-c90bc91fee3b,ac822f69-8c07-4975-9466-3be594586901,2023-10-12T12:42:46.630602200
3b64405f-004a-49ba-8785-80413630b621,hi everyone,4ba84220-4d98-4db6-8e3a-c90bc91fee3b,b40f88db-dbe2-447f-a098-5f33ac266b70,2023-10-12T12:43:07.320599800
95272d36-0d4a-41c6-9c74-59b6573d1565,hellooo,4ba84220-4d98-4db6-8e3a-c90bc91fee3b,6d4acf42-37fa-4d54-8f4c-caffa56c6227,2023-10-12T12:43:26.739299100
c6f32dbd-e346-4c4a-8adf-de24b6d074fe,hi noey,d8b13d27-2adf-4e57-af8d-77ff80752acb,1e541df0-0b65-4e81-a64b-85bb309634fe,2023-10-12T12:44:03.091162
